车辆名称,车辆评级,成交价格,成交时间,上牌时间,行驶里程,车辆所在地,使用性质,颜色
大众/朗逸/2013款 1.6 手动 经典风尚版 改款,65BC,1.15万元,2026年02月,2014年11月,124323公里,杭州,非营运,灰色
日产/轩逸/2012款 1.6 自动 XL豪华版经典款,60BC,1.71万元,2026年02月,2013年08月,119980公里,成都,非营运,黄色
宝骏/730/2014款 1.5 手动 舒适型7座,95AA,0.61万元,2026年02月,2015年06月,151076公里,沈阳,非营运,棕色
"中升车源
海马/福美来M5/2014款 1.6 手动 精英型",95AA,0.46万元,2026年02月,2014年09月,71608公里,铁岭,非营运,黑色
雪佛兰/迈锐宝/2014款 2.0 自动 豪华版,95AA,1.10万元,2026年02月,2014年05月,167412公里,沈阳,非营运,黄色
"中升车源
奇瑞/瑞虎5/2016款 2.0 手动 家悦版",95AA,1.12万元,2026年02月,2016年07月,90230公里,大连,非营运,白色
"中升车源
奔腾/X80/2015款 2.0 自动 舒适型",65BB,0.86万元,2026年02月,2015年06月,86239公里,丹东,非营运,黑色
"中升车源
丰田/RAV4荣放/2009款 2.0L 自动 豪华版",65DB,1.32万元,2026年02月,2010年06月,305117公里,沈阳,非营运,白色
长安/CS55/2017款 1.5T 自动 炫动型,50DC,1.45万元,2026年02月,2017年09月,154902公里,沈阳,非营运,白色
长城/M4/2012款 1.5 手动 舒适型,95AA,0.40万元,2026年02月,2012年08月,89656公里,沈阳,非营运,白色
"中升车源
五菱汽车/宏光/2018款 1.5 手动 S舒适型L2B",45CC,1.50万元,2026年02月,2018年11月,92018公里,广州,非营运,蓝色
"中升车源
起亚/K5凯酷/2012款 2.0 自动 DLX",65CC,1.62万元,2026年02月,2013年01月,205875公里,广州,非营运,白色
大众/宝来三厢/2021款 1.4T 自动 280TSI精英智联版,70DB,4.05万元,2026年02月,2022年04月,94344公里,长沙,非营运,白色
吉利汽车/帝豪三厢/2017款 1.3T 自动 百万款向上版,50DC,0.85万元,2026年02月,2017年05月,166343公里,广州,非营运,白色
丰田/普拉多（进口）/2013款 2.7 自动 平行进口版,45BC,15.20万元,2026年02月,2014年05月,136148公里,枣庄,非营运,白色
东风风神/奕炫/2023款 马赫版 1.5L 自动 追影版,75BA,3.24万元,2026年02月,2022年10月,37034公里,嘉兴,非营运,白色
"中升车源
别克/君威/2017款 1.5T 自动 20T精英型",75DB,4.36万元,2026年02月,2018年07月,63228公里,成都,非营运,白色
广汽传祺/传祺GS4/2017款 1.5T 手动 235T豪华版前驱,70BC,2.03万元,2026年02月,2017年10月,88634公里,惠州,非营运,白色
"中升车源
雪佛兰/科帕奇/2014款 2.4 自动 城市版7座前驱",95AA,0.80万元,2026年02月,2014年01月,150773公里,大连,非营运,黑色
奥迪/A6L/2014款 2.0T 手动 TFSI基本型,50CC,4.28万元,2026年02月,2014年10月,176397公里,大连,非营运,黑色
别克/昂科威Plus/2017款 1.5T 自动 20T精英型前驱,70AB,3.76万元,2026年02月,2017年05月,136471公里,苏州,非营运,棕色
大众/迈腾/2020款 2.0T 自动 380TSI豪华型,80AB,8.76万元,2026年02月,2020年11月,111189公里,呼和浩特,非营运,黑色
比亚迪/海鸥/2023款 飞翔版,80BB,3.87万元,2026年02月,2023年09月,31058公里,天津,非营运,白色
"中升车源
林肯/大陆/2017款 2.0T 自动 尊享版 (进口)",60BC,5.98万元,2026年02月,2017年02月,148116公里,无锡,非营运,灰色
宝骏/730/2016款 1.5T 手动 豪华型7座,95AA,1.08万元,2026年02月,2016年12月,90384公里,大连,非营运,白色
江汽集团/瑞风S3/2014款 1.5 手动 豪华型,60BB,0.63万元,2026年02月,2015年10月,48274公里,保定,非营运,白色
北京越野/北京BJ40/2019款 2.3T 自动 PLUS尊享版四驱 国VI,75AB,5.78万元,2026年02月,2020年01月,69149公里,宜昌,非营运,绿色
哈弗/哈弗H1/2017款 1.5 手动 红标舒适型,85BB,0.80万元,2026年02月,2017年03月,47964公里,惠州,非营运,白色
日产/轩逸/2022款 1.6L 自动 XL悦享版,65BB,5.49万元,2026年02月,2022年01月,61518公里,襄阳,非营运,白色
众泰/T600/2014款 1.5T 手动 精英型,45BC,0.30万元,2026年02月,2014年11月,198571公里,保定,非营运,黑色
荣威/RX5/2016款 1.5T 自动 20T互联网智享版前驱,80BB,2.04万元,2026年02月,2017年01月,84078公里,嘉兴,非营运,白色
五菱汽车/宏光/2014款 1.2 手动 S舒适型5-8座,55DC,0.74万元,2026年02月,2014年04月,91977公里,保定,非营运,棕色
"中升车源
宝马/5系/2014款 2.0T 自动 525Li领先型",70BC,5.79万元,2026年02月,2014年09月,168008公里,杭州,非营运,灰色
哈弗/哈弗H2/2015款 1.5T 自动 尊贵型前驱,75BC,1.31万元,2026年02月,2015年10月,102442公里,嘉兴,非营运,白色
"中升车源
大众/朗逸/2011款 1.6 自动 品雅版",95AA,0.91万元,2026年02月,2011年09月,148161公里,大连,非营运,灰色
长安/长安UNI-V 智电iDD/2023款 智电iDD 1.5T 自动 113km智酷型,75BA,10.00万元,2026年02月,2023年05月,27289公里,保定,非营运,白色
雪佛兰/科鲁兹三厢/2013款 1.6 手动 SE,50CB,0.50万元,2026年02月,2014年07月,79376公里,保定,非营运,白色
雪佛兰/科鲁兹三厢/2015款 1.5 手动 精英版,55BB,0.99万元,2026年02月,2015年01月,90552公里,保定,非营运,白色
大众/途观/2016款 1.8T 自动 300TSI豪华版前驱,65CB,4.30万元,2026年02月,2016年03月,69371公里,北京,非营运,白色
大众/凌渡/2019款 1.4T 自动 280TSI舒适版 国VI,70BB,5.70万元,2026年02月,2019年03月,51335公里,保定,非营运,白色
大众/途昂/2020款 2.0T 自动 380TSI豪华版四驱 国VI,75BC,15.17万元,2026年02月,2020年01月,65597公里,北京,非营运,黑色
哈弗/哈弗H1/2016款 1.5 自动 蓝标豪华型,50DB,0.74万元,2026年02月,2016年05月,98160公里,保定,非营运,红色
"中升车源
大众/途昂/2017款 2.0T 自动 380TSI豪华版四驱",70BC,9.99万元,2026年02月,2018年02月,96145公里,成都,非营运,棕色
哈弗/哈弗H2s/2018款 1.5T 手动 红标精英型,80BB,1.64万元,2026年02月,2018年02月,102878公里,保定,非营运,白色
"中升车源
奥迪/A6L/2021款 2.0T 自动 40TFSI豪华致雅型",70DB,15.40万元,2026年02月,2021年06月,107876公里,杭州,非营运,黑色
"中升车源
长安/逸动/2012款 1.6 自动 豪华型",30CC,0.57万元,2026年02月,2014年01月,124413公里,东莞,非营运,白色
大众/POLO两厢/2016款 1.6 手动 舒适型,75BB,1.82万元,2026年02月,2016年07月,61123公里,嘉兴,非营运,白色
奥迪/奥迪Q4 e-tron/2023款 40 e-tron 创境版,80BB,10.95万元,2026年02月,2024年01月,23269公里,嘉兴,非营运,蓝色
现代/悦动/2011款 1.6 手动 舒适型,70BB,0.76万元,2026年02月,2014年08月,124646公里,南通,非营运,黑色
雪佛兰/赛欧3/2016款 1.3 手动 舒适天窗版,75BB,1.00万元,2026年02月,2016年12月,56237公里,南通,非营运,白色
比亚迪/秦L/2024款 1.5L 自动 DM-i 120KM领先型,80BA,5.99万元,2026年02月,2024年09月,49956公里,北京,非营运,灰色
奔腾/X40/2019款 1.6 自动 豪华型 国VI,40CC,2.37万元,2026年02月,2019年08月,62719公里,长春,非营运,白色
日产/轩逸/2014款 1.6 自动 XV尊享版,65DC,1.31万元,2026年02月,2015年06月,225404公里,武汉,非营运,黄色
福特/福睿斯/2015款 1.5 自动 时尚型,65BB,1.71万元,2026年02月,2016年04月,98983公里,郑州,非营运,黄色
日产/逍客/2016款 2.0 自动 豪华版,70BB,4.55万元,2026年02月,2017年01月,61754公里,郑州,非营运,白色
奇瑞新能源/瑞虎3xe/2018款 480畅行版 纯电动,75BC,1.72万元,2026年02月,2018年12月,57620公里,郑州,非营运,红色
"中升车源
丰田/花冠/2013款 1.6 自动 卓越型",50CC,1.72万元,2026年02月,2013年11月,94206公里,广州,非营运,灰色
比亚迪/汉/2025款 DM-i 125KM激光雷达智驾型,70DB,10.12万元,2026年02月,2025年03月,4927公里,深圳,非营运,灰色
"中升车源
东风风行/景逸X5/2017款 1.6 自动 豪华型",80BC,0.95万元,2026年02月,2017年09月,111990公里,武汉,非营运,黑色
日产/奇骏/2014款 2.0L 自动 CVT舒适版 2WD,65BB,3.72万元,2026年02月,2016年02月,182314公里,宜昌,非营运,白色
长安/奔奔/2015款 1.4 手动 豪华型 国IV,65BB,0.94万元,2026年02月,2015年12月,2803公里,天津,非营运,蓝色
本田/雅阁/2010款 2.0 自动 标准型EX,50CC,1.20万元,2026年02月,2010年03月,180708公里,株洲,非营运,黑色
哈弗/哈弗H6/2011款 2.0 手动 精英型前驱,95AA,0.46万元,2026年02月,2013年03月,93274公里,长春,非营运,白色
北汽幻速/S6/2017款 1.5T 自动 畅享型,60CC,0.66万元,2026年02月,2016年12月,1370公里,琼海,非营运,红色
丰田/威驰/2014款 1.5 自动 智臻版,70DB,1.70万元,2026年02月,2016年05月,62208公里,吉林,非营运,白色
雪佛兰/赛欧三厢/2013款 1.2 手动 时尚幸福版,95AA,0.37万元,2026年02月,2014年01月,105327公里,长春,非营运,白色
宝马/3系/2016款 2.0T 自动 320Li时尚型,55DC,4.47万元,2026年02月,2016年09月,191516公里,北京,非营运,白色
"中升车源
现代/ix35/2013款 2.0 自动 GLS智能型前驱 国IV",50BC,2.16万元,2026年02月,2015年06月,107606公里,天津,非营运,黄色
"中升车源
依维柯/依维柯褒迪/2012款 2.5T 手动 A32 基本型",30DD,0.68万元,2026年02月,2015年12月,159004公里,临沂,非营运,白色
大众/朗逸纯电/2019款 优享版 纯电动,60BB,3.62万元,2026年02月,2021年11月,73645公里,上海,非营运,白色
丰田/赛那SIENNA/2024款 2.5L 自动 混动 四驱尊贵版,70DB,23.07万元,2026年02月,2024年08月,32037公里,北京,非营运,白色
起亚/K3/2015款 1.6 自动 GL,70BB,1.52万元,2026年02月,2016年01月,140447公里,深圳,非营运,红色
哈弗/哈弗H2/2016款 红标 1.5T 手动 两驱豪华型,35CC,1.12万元,2026年02月,2016年04月,137044公里,长春,非营运,棕色
本田/XR-V/2019款 1.5 自动 舒适版 国V,70CB,4.89万元,2026年02月,2019年11月,67981公里,长春,非营运,白色
比亚迪/海狮06新能源/2025款 DM-i 170领航Pro版,85AA,10.47万元,2026年02月,2025年12月,2249公里,济南,非营运,灰色
本田/雅阁/2018款 1.5T 自动 260TURBO精英版 国VI,45CB,8.12万元,2026年02月,2020年01月,96645公里,邯郸,非营运,白色
福特/领界/2019款 1.5T 自动 EcoBoost145尊领型PLUS,50CC,3.34万元,2026年02月,2019年04月,103958公里,北京,非营运,白色
"中升车源
奔驰/C级/2017款 2.0T 自动 C200L运动版 改款",65AB,7.71万元,2026年02月,2017年11月,279475公里,深圳,非营运,白色
"中升车源
标致/308S/2015款 1.6T 自动 睿驰版",50CC,1.30万元,2026年02月,2015年11月,242167公里,南京,非营运,蓝色
大众/途观/2013款 1.8T 自动 豪华版前驱,60DC,2.38万元,2026年02月,2014年03月,93388公里,北京,非营运,白色
标致/3008/2013款 2.0 自动 潮流版,60CC,1.17万元,2026年02月,2014年12月,118389公里,北京,非营运,白色
福特/蒙迪欧/2013款 2.0T 自动 GTDi200豪华型,50CD,1.84万元,2026年02月,2014年02月,483683公里,北京,非营运,白色
现代/ix35/2013款 2.0 手动 GL舒适型前驱 国IV,80DB,1.31万元,2026年02月,2014年04月,108339公里,石家庄,非营运,黑色
福特/蒙迪欧/2013款 2.0T 自动 GTDi200豪华型,50CD,1.84万元,2026年02月,2014年02月,483683公里,北京,非营运,白色
现代/ix35/2013款 2.0 手动 GL舒适型前驱 国IV,80DB,1.31万元,2026年02月,2014年04月,108339公里,石家庄,非营运,黑色
坦克/坦克500/2022款 3.0T 自动 运动版 登峰型 5座,60CC,19.30万元,2026年02月,2022年07月,37918公里,北京,非营运,灰色
欧拉/黑猫/2021款 405km 长续航型,70DB,2.04万元,2026年02月,2021年04月,48473公里,深圳,非营运,其他
丰田/RAV4荣放/2011款 2.4L 自动 四驱豪华版,60BC,3.38万元,2026年02月,2012年04月,151628公里,深圳,非营运,黑色
本田/锋范/2008款 1.5 自动 精英型,65BB,0.95万元,2026年02月,2009年10月,126829公里,深圳,非营运,灰色
"中升车源
陆风/X7/2015款 2.0T 自动 全景旗舰版",35CD,0.70万元,2026年02月,2016年07月,101182公里,海口,非营运,白色
本田/杰德/2014款 1.8 自动 舒适精英版5座,55CC,3.58万元,2026年02月,2015年10月,93957公里,深圳,非营运,白色
别克/凯越/2013款 1.5 自动 尊享型,95AA,0.53万元,2026年02月,2013年07月,92380公里,上海,非营运,灰色
福特/金牛座/2015款 2.0T 自动 EcoBoost245豪华型,70BC,4.64万元,2026年02月,2016年09月,79776公里,南昌,非营运,棕色
斯柯达/明锐/2019款 1.2T 自动 TSI230舒适版,40DC,1.70万元,2026年02月,2019年02月,98253公里,东莞,非营运,白色
丰田/RAV4荣放/2011款 2.0L 手动 四驱版,80AB,2.36万元,2026年02月,2011年11月,199104公里,邯郸,非营运,白色
特斯拉/MODEL 3/2020款 标准续航后驱升级版,60BB,7.28万元,2026年02月,2020年12月,189461公里,温州,非营运,蓝色
奔驰/奔驰E级新能源/2024款 2.0T 自动 E 350 e L 插电式混合动力轿车,85AB,32.00万元,2026年02月,2024年06月,13754公里,南通,非营运,黑色
长安/CS75/2017款 1.5T 手动 尚酷版致享型,80BB,2.19万元,2026年02月,2017年11月,85758公里,太原,非营运,白色
大众/高尔夫GTI/2021款 2.0T 380TSI DSG GTI,65DB,10.50万元,2026年02月,2022年09月,73547公里,盐城,非营运,黑色
本田/雅阁/2018款 2.0 自动 锐智版 混动 国VI,75BB,8.59万元,2026年02月,2020年01月,171605公里,昆明,非营运,白色
荣威/荣威i5/2020款 1.5 自动 4G互联领豪版,85AB,2.70万元,2026年02月,2021年01月,51092公里,长治,非营运,白色
比亚迪/秦PLUS/2025款 DM-i 智驾版 120KM超越型,90BA,6.36万元,2026年02月,2025年03月,1450公里,太原,非营运,白色
"中升车源
现代/伊兰特三厢/2005款 1.6 自动 舒适型GL",30CD,0.45万元,2026年02月,2006年05月,144067公里,广州,非营运,灰色
比亚迪/海豚/2025款 420km 自由版,95BA,6.23万元,2026年02月,2025年11月,1822公里,菏泽,非营运,黄色
大众/桑塔纳/2015款 1.4 手动 风尚版,70BB,0.84万元,2026年02月,2015年02月,84398公里,长沙,非营运,黑色
"中升车源
福特/蒙迪欧/2017款 1.5T 自动 EcoBoost180时尚型",65CC,3.27万元,2026年02月,2016年12月,93778公里,苏州,非营运,白色
比亚迪/秦新能源/2017款 1.5T 自动 尊贵型,95AA,0.89万元,2026年02月,2018年01月,116955公里,深圳,非营运,白色
"中升车源
起亚/福瑞迪/2014款 1.6 自动 Premium",60DB,1.05万元,2026年02月,2014年05月,70666公里,南京,非营运,白色
吉利汽车/远景/2018款 1.5 自动 尊贵型,50DC,0.73万元,2026年02月,2018年05月,73199公里,福州,非营运,黄色
丰田/雅力士/2009款 1.6 自动 E舒适型,95AA,1.03万元,2026年02月,2010年04月,168249公里,南宁,非营运,灰色
大众/凌渡/2021款 1.4T 自动 230TSI风尚版,80AB,6.85万元,2026年02月,2022年05月,27946公里,曲靖,非营运,白色
腾势/腾势D9/2025款 1.5T 自动 DM-i 智驾版 1020 四驱尊荣型,95AA,28.00万元,2026年02月,2024年12月,7044公里,武汉,非营运,灰色
大众/途观L/2017款 1.8T 自动 330TSI豪华版前驱,85BC,5.30万元,2026年02月,2017年10月,105823公里,南宁,非营运,棕色
现代/瑞纳三厢/2010款 1.4 自动 GT时尚型,45DC,0.66万元,2026年02月,2013年12月,125541公里,福州,非营运,黄色
现代/悦动/2020款 1.6 自动 悦目版GL,55BB,3.61万元,2026年02月,2022年01月,54612公里,福州,非营运,白色
"中升车源
日产/天籁/2013款 2.0 自动 XL舒适版",55DC,2.72万元,2026年02月,2016年04月,195497公里,武汉,非营运,白色
大众/迈腾/2015款 1.8T 自动 领先型,65CC,3.81万元,2026年02月,2015年09月,58795公里,武汉,非营运,黄色
丰田/卡罗拉/2014款 1.6 手动 GL,65AC,2.32万元,2026年02月,2015年03月,79977公里,惠州,非营运,白色
"中升车源
别克/GL8/2011款 2.4 自动 CT豪华商务舒适型",95AA,1.21万元,2026年02月,2012年01月,428149公里,深圳,非营运,黄色
长安/CS75/2016款 2.0 手动 超值型 国IV,50CB,1.15万元,2026年02月,2016年02月,54135公里,合肥,非营运,白色
斯柯达/柯迪亚克/2018款 2.0T 自动 TSI330 豪华优享版5座前驱 改款,70AC,3.90万元,2026年02月,2018年06月,86000公里,济宁,非营运,白色
宝骏/730/2014款 1.5 手动 舒适型ESP版7座,95AA,0.61万元,2026年02月,2015年02月,166998公里,中山,非营运,棕色
"中升车源
哈弗/哈弗H6/2018款 1.5T 自动 红标豪华型",65AC,2.75万元,2026年02月,2018年11月,102535公里,哈尔滨,非营运,白色
丰田/卡罗拉/2011款 1.6 手动 GL,40CC,0.90万元,2026年02月,2012年03月,329553公里,哈尔滨,非营运,灰色
别克/英朗三厢/2013款 1.6 自动 GT时尚型,50BC,0.76万元,2026年02月,2013年10月,177740公里,南京,非营运,白色
"中升车源
本田/凌派/2016款 1.8 自动 豪华版",55DC,3.00万元,2026年02月,2016年11月,77866公里,福州,非营运,白色
"中升车源
雪佛兰/科鲁兹三厢/2015款 1.5 自动 经典版SE",65BB,1.06万元,2026年02月,2016年11月,143388公里,信阳,非营运,白色
大众/朗行/2013款 1.6 自动 豪华版,70DB,2.00万元,2026年02月,2014年08月,84148公里,杭州,非营运,白色
凯迪拉克/SRX/2014款 3.0 自动 领先版四驱 (进口),65BB,3.21万元,2026年02月,2015年06月,155200公里,北京,非营运,白色
奇瑞/瑞虎3/2016款 1.6 自动 智尚版,70BB,1.65万元,2026年02月,2018年01月,70334公里,天津,非营运,黄色
奥迪/A6L/2019款 2.0T 自动 45TFSI臻选致雅型,60CC,15.20万元,2026年02月,2020年01月,164728公里,郑州,非营运,黑色
