vehicle,actual,predicted,low,high,in_range,grade,years,success,price_group,year_group
福特 福克斯两厢 2012款 1.6 自动 风尚型,0.9,0.95,0.75,1.15,True,中,11.92,True,<1万,>10年
大众 宝来三厢 2013款 1.6 自动 时尚型,1.41,1.3,1.14,1.46,True,中,11.92,True,1-3万,>10年
大众 高尔夫 2016款 1.4T 自动 230TSI 舒适型,3.46,3.8,3.44,4.14,True,中,8.83,True,3-5万,8-10年
本田 思域 2013款 1.8 自动 十周年纪念舒适版Exi,1.7,2.29,1.78,2.19,False,差,11.42,True,1-3万,>10年
长安 逸动 2015款 1.6 手动 豪华型 国V,0.47,0.67,0.54,0.94,False,优,9.58,True,<1万,8-10年
本田 CR-V 2023款 1.5T 自动 240TURBO 两驱活力版 5座,11.8,12.32,12.86,13.83,False,优,2.42,True,10-20万,0-3年
长安 CS35 2017款 1.6 自动 豪华型,2.4,1.63,1.43,1.83,False,中,6.92,True,1-3万,5-8年
本田 锋范 2012款 1.5 自动 精英型,1.16,1.13,0.98,1.28,True,中,11.83,True,1-3万,>10年
日产 LANNIA 蓝鸟 2016款 1.6 自动 智酷版,2.52,2.72,2.12,2.62,True,差,7.92,True,1-3万,5-8年
福特 福克斯两厢 2012款 1.6 自动 风尚型,0.6,0.62,0.42,0.82,True,中,13.17,True,<1万,>10年
丰田 威驰 2014款 1.5 自动 智臻版,1.51,1.37,1.21,1.53,True,中,10.83,True,1-3万,>10年
五菱汽车 宏光 2018款 1.5 手动 经典款S基本型,0.97,1.72,1.67,2.09,False,优,6.83,True,<1万,5-8年
大众 途观L 2017款 1.8T 自动 330TSI旗舰版前驱,6.1,4.98,4.52,5.41,False,中,8.42,True,5-10万,8-10年
大众 途观 2010款 1.8T 自动 风尚版前驱,1.22,1.35,1.19,1.51,True,中,14.33,True,1-3万,>10年
大众 途观 2016款 1.4T 自动 280TSI丝绸之路舒适版前驱,3.4,3.93,3.56,4.29,False,中,8.42,True,3-5万,8-10年
丰田 RAV4荣放 2013款 2.5L 自动 四驱精英版,3.8,4.26,3.86,4.64,False,中,10.58,True,3-5万,>10年
日产 奇骏 2014款 2.0L 自动 CVT舒适版 2WD,3.12,3.76,3.4,4.1,False,中,11.0,True,3-5万,>10年
铃木 雨燕 2011款 1.5 自动 时尚版,0.8,0.78,0.58,0.98,True,中,14.42,True,<1万,>10年
本田 雅阁 2014款 2.0 自动 豪华版EX,4.43,4.09,3.7,4.46,True,中,10.67,True,3-5万,>10年
哈弗 哈弗H6 2017款 1.5T 自动 蓝标运动版尊享型前驱,1.86,1.98,1.74,2.22,True,中,8.42,True,1-3万,8-10年
北京汽车 绅宝X35 2016款 1.5 手动 精英版,0.64,0.85,0.74,1.14,False,优,8.83,True,<1万,8-10年
福特 嘉年华-两厢 2011款 1.5 手动 时尚型,0.45,0.6,0.4,0.8,True,中,12.33,True,<1万,>10年
雪佛兰 迈锐宝XL 2019款 2.0T 自动 550T Redline锐动版,5.15,4.52,4.1,4.93,False,中,5.5,True,5-10万,5-8年
福特 蒙迪欧 2013款 1.5T 自动 GTDi180时尚型,1.63,1.88,1.65,2.11,False,中,11.83,True,1-3万,>10年
别克 英朗三厢 2021款 1.5 自动 典范精英型 改款,3.76,3.45,3.62,3.96,True,优,4.33,True,3-5万,3-5年
大众 朗逸 2013款 1.4TSI 双离合 舒适版(改款),1.0,1.59,1.4,1.78,False,中,11.92,True,<1万,>10年
本田 XR-V 2015款 1.8 自动 EXi舒适版,2.92,3.65,2.86,3.44,True,差,10.08,True,1-3万,>10年
哈弗 大狗 2021款 1.5T 自动 拉布拉多版,5.87,6.16,5.62,6.68,True,中,4.25,True,5-10万,3-5年
丰田 RAV4荣放 2023款 2.0 无级 两驱风尚版,11.6,10.45,9.63,11.23,False,中,1.58,True,10-20万,0-3年
别克 英朗 2015款 1.5 手自一体 15N 精英型,1.34,1.42,1.07,1.41,True,差,9.92,True,1-3万,8-10年
吉利汽车 帝豪三厢 2018款 1.5 手动 豪华型,1.2,1.28,1.13,1.43,True,中,7.33,True,1-3万,5-8年
别克 GL8 2021款 2.0T 自动 陆上公务舱 652T舒适型,8.17,11.42,9.37,10.9,False,差,3.67,True,5-10万,3-5年
奇瑞 艾瑞泽5 PLUS 2021款 小AI 1.5T 自动 CVT享PLUS,3.1,3.06,2.76,3.35,True,中,3.42,True,3-5万,3-5年
长安 CS75 PLUS 2021款 2.0T 自动 领航型,5.77,5.16,5.41,5.89,True,优,4.08,True,5-10万,3-5年
哈弗 哈弗M6 2018款 1.5T 自动 精英型前驱 改款,3.17,2.24,2.01,2.45,False,中,6.5,True,3-5万,5-8年
日产 LANNIA 蓝鸟 2016款 1.6 自动 智酷版,2.82,2.48,1.93,2.38,False,差,9.33,True,1-3万,8-10年
丰田 RAV4 2009款 2.0 自动 豪华版,1.01,1.62,1.23,1.61,False,差,16.0,True,1-3万,>10年
日产 骐达 2011款 1.6 无级 XL 智能型,1.64,1.62,1.43,1.81,True,中,13.17,True,1-3万,>10年
雪佛兰 探界者 2018款 1.5T 自动 535T领界版前驱,3.63,3.67,3.32,4.01,True,中,7.0,True,3-5万,5-8年
日产 阳光 2011款 1.5 手动 XE舒适版,0.52,0.9,0.7,1.1,False,中,11.42,True,<1万,>10年
大众 朗逸三厢 2017款 1.6 手动 舒适版,2.32,3.11,2.8,3.4,False,中,7.33,True,1-3万,5-8年
日产 轩逸 2012款 1.6 手动 XE舒适版经典款,0.71,1.06,0.78,1.08,False,差,11.33,True,<1万,>10年
丰田 卡罗拉 2014款 1.8 自动 GLX-i,3.24,2.78,2.51,3.04,False,中,10.75,True,3-5万,>10年
丰田 卡罗拉 2017款 1.2T 自动 GL-i,4.0,3.37,3.04,3.68,False,中,8.0,True,3-5万,5-8年
大众 POLO 2013款 1.4 手自一体 舒适版,1.98,1.52,1.34,1.7,False,中,12.25,True,1-3万,>10年
吉利汽车 帝豪GSe 2018款 尊尚型 纯电动,2.87,2.71,2.11,2.6,False,差,6.58,True,1-3万,5-8年
特斯拉 MODEL Y 2023款 后轮驱动版,17.82,15.77,14.65,16.85,False,中,1.42,True,10-20万,0-3年
MINI MINI 2012款 1.6 自动 COOPER Baker Stre,3.9,3.34,3.01,3.65,False,中,11.33,True,3-5万,>10年
雪佛兰 科鲁兹 2013款 1.6 手动 SL,0.35,0.46,0.26,0.66,True,中,11.42,True,<1万,>10年
大众 迈腾 2012款 1.8T 自动 豪华型 改款,2.43,2.25,2.02,2.46,True,中,12.58,True,1-3万,>10年
吉利汽车 帝豪三厢 2018款 1.5 自动 豪华型,1.86,1.57,1.38,1.76,False,中,6.58,True,1-3万,5-8年
别克 英朗三厢 2021款 1.5 自动 典范精英型 改款,3.31,3.51,3.17,3.83,True,中,3.75,True,3-5万,3-5年
大众 迈腾 2012款 1.8T 自动 领先型 改款,2.62,2.32,2.09,2.54,False,中,12.58,True,1-3万,>10年
雪佛兰 科沃兹 2016款 1.5 手动 欣悦版,1.71,1.67,1.63,2.03,True,优,7.92,True,1-3万,5-8年
大众 朗行 2013款 1.6 自动 舒适版,1.89,1.79,1.35,1.77,False,差,10.67,True,1-3万,>10年
大众 迈腾 2015款 2.0T 自动 豪华型,3.17,3.7,2.9,3.48,True,差,10.0,True,3-5万,8-10年
本田 飞度两厢 2014款 1.5 自动 LX舒适版,2.25,2.52,2.56,2.96,False,优,9.5,True,1-3万,8-10年
五菱 宏光V 2015款 1.2 手动 基本型7-8座,0.7,0.82,0.51,0.91,True,差,9.58,True,<1万,8-10年
大众 帕萨特 2014款 1.4TSI 手动 尊雅版,2.1,2.62,2.36,2.86,False,中,10.33,True,1-3万,>10年
丰田 凯美瑞 2009款 2.4 自动 240G豪华型,1.56,1.64,1.44,1.84,True,中,15.83,True,1-3万,>10年
福特 福克斯-三厢 2009款 1.8 手自一体 豪华型,0.53,0.36,0.16,0.56,True,中,15.25,True,<1万,>10年
福特 翼虎 2013款 1.6T 自动 GTDi舒适型前驱,1.03,1.53,1.16,1.52,False,差,10.92,True,1-3万,>10年
宝骏 560 2015款 1.8 手动 舒适型,0.81,0.79,0.49,0.89,True,差,9.25,True,<1万,8-10年
大众 桑塔纳浩纳 2017款 1.6 自动 舒适版,2.45,2.25,2.03,2.47,True,中,8.25,True,1-3万,8-10年
长安 悦翔V7 2015款 1.6 自动 乐享型 国IV,0.51,0.53,0.38,0.78,True,优,10.17,True,<1万,>10年
福特 福睿斯 2015款 1.5 手动 舒适型,0.63,1.2,0.9,1.2,False,差,9.58,True,<1万,8-10年
奥迪 A6L 2012款 2.0T 自动 TFSI舒适型,4.5,5.21,4.74,5.67,False,中,12.42,True,3-5万,>10年
雪铁龙 C5 2014款 1.6T 自动 尊享型,1.8,1.52,1.34,1.7,False,中,10.92,True,1-3万,>10年
大众 朗逸 2011款 1.6 手自一体 品雅版,0.69,0.81,0.61,1.01,True,中,13.92,True,<1万,>10年
大众 高尔夫 2012款 1.4T 自动 舒适型,1.51,2.01,1.8,2.2,False,中,12.67,True,1-3万,>10年
宝骏 310W 2017款 1.5 手动 舒适型,1.1,1.06,0.91,1.21,True,中,7.33,True,1-3万,5-8年
五菱汽车 宏光 2010款 1.2L 手动 基本型国IV,0.72,0.5,0.35,0.75,True,优,10.83,True,<1万,>10年
本田 思域 2016款 1.0T 自动 180TURBO舒适版,3.97,4.93,4.48,5.37,False,中,6.92,True,3-5万,5-8年
斯柯达 Yeti 2014款 1.4TSI 双离合 炫彩版,2.2,2.17,1.95,2.38,True,中,10.58,True,1-3万,>10年
丰田 卡罗拉 2017款 1.2T 自动 GL-i 改款,2.54,3.28,2.96,3.59,False,中,8.0,True,1-3万,5-8年
丰田 凯美瑞 2007款 2.4 手自一体 240G 豪华版,0.8,1.05,0.76,1.06,True,差,18.0,True,<1万,>10年
长安 CS55 2019款 1.5T 自动 炫色型 国VI,2.29,3.02,2.36,2.84,False,差,5.92,True,1-3万,5-8年
宝马 1系（进口） 2013款 1.6T 自动 118i运动版 改款 (进口),2.22,2.8,2.53,3.07,False,中,11.92,True,1-3万,>10年
别克 GL8 2005款 2.5 自动 CT1舒适型7座,0.48,1.55,1.36,1.74,False,中,15.0,True,<1万,>10年
现代 途胜 2009款 2.0 手自一体 两驱舒适天窗型,0.79,0.62,0.42,0.82,True,中,13.92,True,<1万,>10年
大众 POLO两厢 2018款 1.5 自动 安享型,3.11,3.27,2.96,3.58,True,中,6.5,True,3-5万,5-8年
丰田 卡罗拉 2019款 1.2T 自动 S-CVT GL-i精英版,4.91,4.65,4.22,5.06,True,中,5.08,True,3-5万,5-8年
雪佛兰 赛欧3 2015款 1.3 手动 温馨版,0.48,0.63,0.35,0.75,True,差,8.92,True,<1万,8-10年
大众 速腾 2021款 1.2T 自动 200TSI DSG舒适智联版,4.67,5.8,4.62,5.49,True,差,3.92,True,3-5万,3-5年
奥迪 A6L 2011款 2.4 无级 技术型,2.91,2.52,2.26,2.75,False,中,12.83,True,1-3万,>10年
大众 CC 2011款 1.8T 自动 豪华型,2.26,2.28,2.05,2.5,True,中,12.92,True,1-3万,>10年
大众 凌渡 2015款 1.4TSI 双离合 280TSI 舒适版,3.54,3.28,2.56,3.09,False,差,9.33,True,3-5万,8-10年
日产 奇骏 2017款 2.0 自动 舒适版前驱,5.5,5.72,5.21,6.21,True,中,6.83,True,5-10万,5-8年
宝马 5系 2013款 2.0T 自动 525Li领先型,5.53,4.97,4.52,5.41,False,中,11.58,True,5-10万,>10年
奔驰 E级 2017款 2.0T 自动 E300L运动时尚型,16.4,15.56,14.46,16.64,True,中,7.58,True,10-20万,5-8年
雪佛兰 科沃兹 2018款 1.5 自动 320欣悦版,1.64,1.67,1.26,1.66,True,差,6.92,True,1-3万,5-8年
丰田 威驰 2010款 1.3 手动 GL-i 标准版,0.6,0.81,0.61,1.01,False,中,14.5,True,<1万,>10年
本田 第十代雅阁 2018款 1.5T 无级 260TURBO 精英版,9.5,8.59,7.88,9.26,False,中,4.67,True,5-10万,3-5年
启辰 R50 2012款 1.6 手动 舒适版,0.41,0.56,0.42,0.82,False,优,12.92,True,<1万,>10年
起亚 K3 2015款 1.6 手自一体 GL,1.45,1.92,1.69,2.15,False,中,9.58,True,1-3万,8-10年
大众 途观 2013款 1.8T 自动 风尚版前驱,2.4,2.23,2.0,2.44,True,中,11.33,True,1-3万,>10年
比亚迪 S6 2014款 2.4 自动 尊贵型7座,0.44,0.52,0.37,0.77,True,优,10.0,True,<1万,8-10年
海马 福美来三厢 2011款 1.6 手动 舒适型,0.39,0.31,0.14,0.54,True,优,13.08,True,<1万,>10年
奥迪 A3三厢 2019款 1.4T 自动 35TFSI进取型 国V,6.18,6.06,6.35,6.9,False,优,6.17,True,5-10万,5-8年
标致 301 2014款 1.6 自动 舒适版,0.56,0.66,0.46,0.86,True,中,10.33,True,<1万,>10年
丰田 雷凌 2019款 1.2T 自动 185T进取版 国V,4.77,4.41,4.63,5.05,True,优,5.42,True,3-5万,5-8年
福特 福克斯-两厢 2012款 1.6 双离合 舒适型,0.7,0.85,0.65,1.05,True,中,12.42,True,<1万,>10年
大众 途昂 2019款 途昂X 2.0T 自动 330TSI 两驱尊崇豪华版,12.18,12.16,11.25,13.04,True,中,5.08,True,10-20万,5-8年
大众 迈腾 2013款 1.8T 自动 领先型,3.01,2.88,2.6,3.15,True,中,12.0,True,3-5万,>10年
雪铁龙 世嘉-三厢 2014款 1.6 手自一体 VTS版 品尚型,0.67,0.66,0.38,0.78,True,差,11.25,True,<1万,>10年
方程豹 豹5 2023款 云辇旗舰版,20.0,16.66,17.38,18.61,False,优,1.0,True,10-20万,0-3年
五菱汽车 宏光 2010款 1.2 手动 6430K舒适型7座,0.52,0.47,0.27,0.67,True,中,11.17,True,<1万,>10年
日产 逍客 2012款 2.0 无级 XV 雷 两驱,1.6,1.57,1.38,1.76,True,中,12.58,True,1-3万,>10年
荣威 RX5 2016款 1.5T 自动 20T旗舰版前驱,1.88,2.2,2.23,2.59,False,优,7.58,True,1-3万,5-8年
福特 福克斯-三厢 2012款 1.6 双离合 舒适型,0.94,1.12,0.97,1.27,False,中,10.75,True,<1万,>10年
丰田 汉兰达 2015款 2.0T 手自一体 四驱豪华导航版7座,12.03,9.7,10.14,10.94,False,优,8.0,True,10-20万,5-8年
别克 君越 2013款 2.4 自动 精英舒适型,1.94,2.44,1.89,2.33,True,差,9.75,True,1-3万,8-10年
长安 CS35 PLUS 2019款 1.6L 手动 悦联升级版,2.51,3.04,2.74,3.32,False,中,5.58,True,1-3万,5-8年
长安 奔奔 2015款 1.4 自动 尊贵型 国V,1.2,0.8,0.6,1.0,False,中,8.67,True,1-3万,8-10年
大众 帕萨特 2013款 1.8T 自动 御尊版,2.14,2.15,1.93,2.35,True,中,12.5,True,1-3万,>10年
大众 朗逸纯电 2019款 优享版 纯电动,3.4,4.56,4.13,4.96,False,中,4.92,True,3-5万,3-5年
大众 速腾 2018款 1.4T 自动 280TSI舒适型,4.06,4.16,3.77,4.54,True,中,7.0,True,3-5万,5-8年
标致 308 2013款 1.6 自动 优尚型,1.14,1.15,1.0,1.3,True,中,9.08,True,1-3万,8-10年
大众 宝来三厢 2012款 1.6 手动 时尚型,0.68,0.86,0.66,1.06,True,中,12.92,True,<1万,>10年
大众 POLO 2013款 1.4 手动 舒适版,1.02,1.19,1.04,1.34,False,中,12.25,True,1-3万,>10年
大众 朗逸三厢 2013款 1.6 手动 经典风尚版 改款,1.06,1.53,1.16,1.52,False,差,10.0,True,1-3万,8-10年
别克 英朗三厢 2013款 1.6 自动 GT时尚型,0.75,0.85,0.65,1.05,True,中,10.33,True,<1万,>10年
奥迪 A4L 2015款 2.0TFSI 无级 35TFSI 舒适型,4.24,5.09,4.62,5.53,False,中,9.83,True,3-5万,8-10年
红旗 H5 2019款 1.8TD 手自一体 30TD 智联享动版,3.98,4.13,3.74,4.5,True,中,5.92,True,3-5万,5-8年
奥迪 A6L 2012款 2.0T 自动 TFSI标准型,5.11,5.3,4.82,5.76,True,中,12.08,True,5-10万,>10年
五菱汽车 宏光 2014款 1.5L 手动 S标准型,0.97,1.1,0.95,1.25,True,中,8.67,True,<1万,8-10年
日产 奇骏 2010款 2.5L 自动 CVT豪华型 4WD,1.95,1.84,1.62,2.06,True,中,14.92,True,1-3万,>10年
本田 雅阁 2016款 2.0 自动 精英版,6.51,6.33,5.77,6.86,True,中,7.0,True,5-10万,5-8年
雪佛兰 科鲁兹 2013款 1.6 手动 SL,0.38,0.44,0.19,0.59,True,差,11.67,True,<1万,>10年
福特 福睿斯 2015款 1.5 手自一体 舒适型,1.11,1.27,1.12,1.42,False,中,10.08,True,1-3万,>10年
比亚迪 F0 2012款 1.0 手动 悦酷型,0.35,0.26,0.06,0.46,True,中,11.42,True,<1万,>10年
Jeep 自由光 2017款 2.0 自动 优越版前驱,3.22,3.16,2.85,3.45,True,中,7.67,True,3-5万,5-8年
比亚迪 海豹06GT 2025款 605热浪版,10.18,7.69,8.05,8.72,False,优,0.58,True,10-20万,0-3年
吉利汽车 远景X6 2016款 1.8 手动 豪华型,1.0,1.53,1.35,1.71,False,中,7.33,True,<1万,5-8年
大众 迈腾 2020款 2.0T 自动 330TSI领先型,8.75,9.22,8.47,9.93,True,中,5.25,True,5-10万,5-8年
大众 朗逸三厢 2013款 1.6 手动 经典舒适版 改款,1.79,2.02,1.81,2.21,False,中,9.67,True,1-3万,8-10年
别克 昂科威Plus 2016款 1.5T 自动 20T领先型前驱,3.0,3.31,3.47,3.8,False,优,9.33,True,1-3万,8-10年
奔腾 B70 2014款 1.8T 自动 运动豪华型,0.46,0.92,0.81,1.21,False,优,10.92,True,<1万,>10年
福特 福克斯两厢 2021款 1.5T 自动 EcoBoost 180 ST L,6.59,5.14,5.39,5.86,False,优,4.33,True,5-10万,3-5年
宝马 5系 2014款 2.0T 自动 525Li豪华设计套装,9.99,7.72,8.07,8.74,False,优,9.58,True,5-10万,8-10年
宝马 3系敞篷车 2011款 2.5 自动 325i (进口),3.59,2.08,1.87,2.28,False,中,13.67,True,3-5万,>10年
别克 英朗GT 2010款 1.6 手自一体 时尚版,0.74,0.5,0.3,0.7,False,中,13.92,True,<1万,>10年
吉利汽车 远景 2018款 1.5 手动 幸福版,0.96,1.16,1.01,1.31,False,中,7.75,True,<1万,5-8年
铃木 雨燕 2009款 1.3 手动 超值版,0.51,0.48,0.28,0.68,True,中,16.0,True,<1万,>10年
日产 轩逸 2014款 1.6 自动 XV尊享版,2.42,2.3,2.07,2.52,True,中,10.08,True,1-3万,>10年
丰田 卡罗拉 2014款 1.6 自动 GL-i真皮版,2.88,2.63,2.04,2.52,False,差,9.58,True,1-3万,8-10年
福特 福睿斯 2017款 1.5 手动 舒适型 改款,1.87,1.72,1.51,1.93,True,中,7.58,True,1-3万,5-8年
大众 朗逸三厢 2013款 1.4T 自动 豪华版,1.48,1.43,1.26,1.6,True,中,12.67,True,1-3万,>10年
别克 GL8 2021款 2.0T 自动 陆上公务舱 652T尊贵型,8.6,11.33,10.46,12.16,False,中,3.92,True,5-10万,3-5年
大众 途观 2012款 1.8T 自动 风尚版四驱,1.24,1.51,1.33,1.69,False,中,12.83,True,1-3万,>10年
日产 骊威 2015款 1.6 自动 XE舒适版,2.87,2.01,1.81,2.21,False,中,9.42,True,1-3万,8-10年
大众 桑塔纳志俊 2008款 1.8 手动 舒适型,0.37,0.71,0.58,0.98,False,优,12.83,True,<1万,>10年
日产 阳光 2011款 1.5 自动 XL豪华版,0.43,0.56,0.42,0.82,True,优,13.67,True,<1万,>10年
雪佛兰 迈锐宝 2018款 1.5T 自动 530T豪华版,3.0,3.13,2.83,3.43,True,中,7.25,True,1-3万,5-8年
日产 轩逸 2021款 1.6 自动 XE经典舒适版,2.95,3.98,3.6,4.34,False,中,4.25,True,1-3万,3-5年
福特 蒙迪欧 2013款 1.5T 自动 GTDi180时尚型,2.71,2.22,2.0,2.44,False,中,11.42,True,1-3万,>10年
哈弗 哈弗H6 Coupe 2015款 蓝标 2.0T 手动 两驱精英型,1.18,1.49,1.12,1.48,True,差,9.42,True,1-3万,8-10年
大众 帕萨特 2013款 1.8T 自动 御尊版,2.57,2.26,2.03,2.48,False,中,11.58,True,1-3万,>10年
大众 途观 2012款 1.8T 自动 菁英版四驱,1.32,1.71,1.5,1.92,False,中,13.58,True,1-3万,>10年
日产 颐达 2006款 1.6 自动 JE,0.23,0.55,0.27,0.67,False,差,17.25,True,<1万,>10年
大众 POLO两厢 2016款 1.6 自动 舒适型,2.22,2.71,2.44,2.96,False,中,8.08,True,1-3万,8-10年
宝马 3系 2009款 2.0 自动 318i领先型,1.2,0.99,0.79,1.19,False,中,16.42,True,1-3万,>10年
别克 英朗三厢 2013款 1.6 自动 GT舒适型,0.6,0.76,0.56,0.96,True,中,11.0,True,<1万,>10年
雪佛兰 迈锐宝 2014款 2.0 自动 舒适版,1.37,1.46,1.28,1.64,True,中,10.08,True,1-3万,>10年
别克 英朗 2015款 1.5 手自一体 15N 豪华型,0.57,1.42,1.07,1.41,False,差,10.0,True,<1万,8-10年
现代 瑞纳 2014款 1.4 自动 GS 时尚型,1.17,1.14,0.99,1.29,True,中,10.75,True,1-3万,>10年
本田 锋范 2008款 1.5 自动 精英型,0.85,0.82,0.51,0.91,True,差,14.17,True,<1万,>10年
日产 骐达 2011款 1.6 无级 XL 智能型,3.12,2.45,2.21,2.69,False,中,9.5,True,3-5万,8-10年
广汽传祺 传祺GS5 2012款 2.0 自动 周年纪念版,0.66,0.54,0.39,0.79,True,优,13.08,True,<1万,>10年
奥迪 A4L 2010款 2.0T 自动 TFSI标准型,1.8,1.79,1.58,2.0,True,中,15.5,True,1-3万,>10年
宝马 5系 2017款 2.0T 自动 520Li典雅型,7.82,9.33,8.58,10.05,False,中,8.33,True,5-10万,8-10年
福特 蒙迪欧致胜 2011款 2.3 手自一体 时尚型,3.05,2.0,1.51,1.99,False,差,10.0,True,3-5万,8-10年
比亚迪 秦PLUS 2024款 荣耀版 EV 510KM领先型,7.09,5.78,6.05,6.58,False,优,0.5,True,5-10万,0-3年
红旗 H5 2020款 1.5T 自动 旗韵版,4.67,5.12,5.37,5.85,False,优,5.17,True,3-5万,5-8年
斯柯达 晶锐 2012款 1.4 手动 晶灵版,0.61,1.07,0.92,1.22,False,中,10.58,True,<1万,>10年
马自达 马自达CX-4 2021款 2.0 自动 蓝天探索版前驱,6.11,5.83,5.31,6.33,True,中,4.25,True,5-10万,3-5年
东风风行 景逸XV 2016款 1.6 自动 豪华型5座,0.87,0.68,0.48,0.88,True,中,9.0,True,<1万,8-10年
哈弗 哈弗H6 2017款 2.0T 自动 蓝标领尚型前驱,2.21,2.63,2.37,2.88,False,中,7.42,True,1-3万,5-8年
奇瑞 艾瑞泽5 PLUS 2021款 小泽 1.5L 自动 CVT享 PLUS,3.12,3.46,2.71,3.26,True,差,2.17,True,3-5万,0-3年
宝马 5系 2014款 2.0T 自动 525Li豪华设计套装,7.39,7.23,5.81,6.86,False,差,8.92,True,5-10万,8-10年
宝马 2系多功能旅行车 2015款 1.5T 自动 218i运动设计套装 (进口,3.71,3.17,2.86,3.47,False,中,10.5,True,3-5万,>10年
大众 宝来三厢 2017款 1.6 手动 时尚型,2.11,2.74,2.47,3.0,False,中,8.17,True,1-3万,8-10年
大众 速腾 2012款 1.4T 自动 豪华型,1.23,1.54,1.36,1.72,False,中,12.92,True,1-3万,>10年
别克 君威 2022款 1.5T 自动 552T 智享型,5.2,6.42,5.13,6.08,True,差,3.0,True,5-10万,0-3年
丰田 凯美瑞 2007款 2.4 自动 240G豪华型,1.9,1.2,1.05,1.35,False,中,17.33,True,1-3万,>10年
吉利 博越 2018款 2.0 手动 两驱智雅型,1.62,2.14,1.93,2.35,False,中,7.58,True,1-3万,5-8年
丰田 卡罗拉 2021款 1.2T 自动 精英版,4.41,4.69,4.25,5.1,True,中,4.75,True,3-5万,3-5年
奥迪 A4L 2015款 2.0TFSI 无级 35TFSI 舒适型,4.18,5.21,4.13,4.92,True,差,9.0,True,3-5万,8-10年
长安 CS75 PLUS 2021款 2.0T 自动 领航型,5.99,5.02,4.56,5.46,False,中,4.17,True,5-10万,3-5年
大众 捷达 2017款 1.5 自动 时尚型,2.13,1.86,1.41,1.85,False,差,7.83,True,1-3万,5-8年
丰田 亚洲龙 2019款 2.5 自动 豪华版双擎 混动 国VI,10.47,10.04,9.25,10.8,True,中,3.83,True,10-20万,3-5年
本田 XR-V 2017款 1.8 无级 EXi 舒适版,4.75,4.99,4.53,5.43,True,中,6.58,True,3-5万,5-8年
本田 XR-V 2015款 1.5 自动 LXi经典版,3.36,3.82,3.0,3.6,True,差,8.42,True,3-5万,8-10年
大众 T-ROC探歌 2020款 1.4T 自动 280TSI舒适型前驱,5.34,5.72,5.21,6.21,True,中,5.25,True,5-10万,5-8年
大众 朗逸三厢 2018款 1.5 自动 舒适版,3.55,3.71,2.91,3.49,False,差,6.33,True,3-5万,5-8年
宝骏 560 2015款 1.8 手动 豪华型,0.6,0.78,0.48,0.88,True,差,9.42,True,<1万,8-10年
起亚 K2三厢 2015款 1.4 自动 GLS,1.35,1.27,1.12,1.42,True,中,10.42,True,1-3万,>10年
比亚迪 宋PLUS新能源 2021款 1.5L 自动 DM-i 110KM 旗舰,7.09,6.11,6.4,6.95,False,优,2.75,True,5-10万,0-3年
日产 天籁 2011款 2.5 自动 XL领先版,2.9,1.81,1.59,2.03,False,中,13.17,True,1-3万,>10年
雪佛兰 科鲁兹三厢 2015款 1.5 自动 经典版SE,0.97,0.92,0.6,1.0,True,差,9.08,True,<1万,8-10年
大众 宝来三厢 2014款 1.6 自动 时尚型,2.06,1.87,1.82,2.26,True,优,10.5,True,1-3万,>10年
凯迪拉克 ATS-L 2014款 2.0T 手自一体 25T 舒适型,4.4,3.93,3.56,4.29,False,中,9.83,True,3-5万,8-10年
启辰 R50 2014款 1.6 手动 精彩版,0.77,0.75,0.55,0.95,True,中,10.67,True,<1万,>10年
丰田 凯美瑞 2007款 2.4 手自一体 240V Navi 至尊导航版,0.99,1.15,1.0,1.3,False,中,17.5,True,<1万,>10年
丰田 RAV4荣放 2019款 2.0 无级 两驱风尚X限量版,6.7,6.91,6.31,7.48,True,中,6.5,True,5-10万,5-8年
哈弗 哈弗H6 2018款 1.5T 自动 蓝标运动版精英型前驱,2.44,2.64,2.38,2.89,True,中,6.42,True,1-3万,5-8年
奇瑞 瑞虎8 2019款 1.6TGDI 双离合 290TGDI 精英型,3.4,3.9,3.53,4.25,False,中,5.08,True,3-5万,5-8年
福特 福克斯-两厢 2015款 1.5GTDi 手自一体 EcoBoost 18,2.66,2.46,2.22,2.7,True,中,7.67,True,1-3万,5-8年
福特 嘉年华两厢 2014款 1.0T 自动 GTDi劲动型,1.42,1.36,1.2,1.52,True,中,8.67,True,1-3万,8-10年
标致 301 2014款 1.6 手动 舒适版,0.69,0.68,0.48,0.88,True,中,10.42,True,<1万,>10年
长城 C30 2015款 1.5 手动 豪华型,0.54,0.47,0.32,0.72,True,优,10.42,True,<1万,>10年
大众 朗逸 2011款 1.6 手动 品雅版,0.6,0.71,0.51,0.91,True,中,15.25,True,<1万,>10年
长安 CS75 2014款 1.8T 自动 精英型前驱 国V,1.75,1.51,1.47,1.83,True,优,10.08,True,1-3万,>10年
